,comment,title,date,name,stars
15373,"Il centro della città di Milano, a mia città . É semplicemente incredibile curato in ogni dettaglio noi abbiamo la fortuna di poterlo vedere ogni giorno e a volte ci scordiamo di quanto sia imponente è perfetto. Anche solo da fuori dona immagini incredibili e sensazioni uniche. É veramente monumentale e curato in ogni dettaglio, entrando lascia a bocca  aperta, se addirittura si sale sul tetto le parole per descriverlo non bastano. Occorre veramente salire vedere per rendersi conto di quanto l ‘architettura sia grande",Il Duomo, 25 settembre 2020,Marco B,5.0
15374,"Con mia moglie abbiamo fatto una tranquilla camminata in Central Park in una giornata di caldo torrido, quindi gli spazi all’ombra sono di sicuro stati un bel valore aggiunto.Senza peccare di presunzione credo che sia un po’ sopravvalutato come parco, forse a NY non é facile trovare polmoni di verde come questo, forse ha la fortuna di essere al centro di una grande fantastica città ed é stato frequentato da milioni di persone e accolto migliaia di concerti di famosissimi cantanti, dato ispirazione a film ed a canzoni...Romantico se volete il giro in barca a remi nel laghetto e comodo il noleggio delle bici per girarlo meglioAlcuni scorci sui grattacieli comunque meritano la visita",Una mattinata in relax, 24 giugno 2018,alessandror1069,3.0
15375,Il museo molto bello anche se tratta un argomento molto triste !!! Tutte le immagini sono molto significative e toccanti !!! Se sei a Berlino devi andare a vederlo !!!,Fa riflettere molto !!!, 11 marzo 2019,Giancarlo M,4.0
15376,"per me non lo consiglio se come me vive già nella natura ma chi vive in città sarà bello per loro io lo trovato noioso e solo alberi come li ho a casa , la prossima volta spero di andare con qualcuno così prendo la bici con il baldacchino!!!!",come essere a casa, 14 febbraio 2016,patata222,3.0
15377,Che dire visto e rivisto nei film pero davvero imperdibile. Lo abbiamo visitato sia a piedi che in bicicletta studiato alla perfezione in ogni dettaglio ,Un paradiso di natura a New York, 27 settembre 2016,Mada81,5.0
15378,"Vitale, notturna, romantica. Questa zona è il cuore pulsante della Milano turistica e non. Un aperitivo, una passeggiata.",Aperitivo e passeggiata , 3 maggio 2017,rocpio,4.0
15379,"Se non siete mai stati, andateci appena potete... è uno spettacolo imperdibile se sei a Milano. Se poi trovi un tramonto come l’altra sera l’atmosfera diventa ancora più calda. Ci sarebbero da scrivere pagine su questo angolo della Vegia Milan ma non basterebbe ancora. Da non perdere.",Spettacolare, 6 ottobre 2019,Jambax56,5.0
15380,"Esperienza da fare, perdersi nel parco con tranquillita. Un oasi verde incredibile, non sembra neanche di essere in città.Noi abbiamo fatto un tour in bici con Kiaradi NY4all.",BELLISSIMO, 11 settembre 2015,ZIACOCO,5.0
15381,Il polmone verde per eccellenza di New York. Da vedere in tutte le stagioni. Noi lo abbiamo visto in inverno con e senza neve. ,Central Park, 19 febbraio 2018,ClaudiaSemeria,5.0
15382,"Incantevole sorpresa, nel centro di Milano, di grande fascino e valore. Ottimo stato di conservazione. Ingresso libero.",Un tesoro nascosto, 8 luglio 2015,marettaros,5.0
15383,"È il luogo centrale del ricordo alla divisione della Germania e si trova al centro della capitale! 1,5 km di lunghezza sull allora striscia di confine,nell area del memoriale si trova L ultima parte del muro di Berlino conservato in tutta la sua profondità",Commovente, 25 marzo 2023,Giorgia,5.0
15384,"Se è nei luoghi di maggior interesse da visitare a Madrid un motivo c'è, anzi 85, tante sono le sale con i capolavori da vedere, bello anche per chi non è un appassionato o un addetto ai lavori.",Bella visita, 9 gennaio 2018,miri9297,4.0
15385,Assolutamente da vedere... Di sera è ancora più suggestiva! A due passi da alexanderplats. Si arriva facilmente in pochi minuti con i mezzi,Bella , 5 maggio 2019,Giuseppe P,5.0
15386,"Luogo di culto , molto apprezzato dai visitatori statue ,dipinti,affreschi all,interno lasciano stupefatti. L’esterno non è da meno anche la visita sul tetto/terrazzo salendo con l’ascensore non bisogna perderla. Consigliatissimo",Semplicemente fantastico, 7 ottobre 2019,Laura P,5.0
15387,"Bella parte di Milano merita una visita. molto affollata quando ci siamo stati noi, ma grata per osservare le persone, pranzo, bevande e una passeggiata",Ottimo pranzo al Bralinn affacciato sul canal grande, 17 ottobre 2014,IrishTraveller00,5.0
15388,"Entrare in questa chiesa fa restare a bocca aperta. L'interno è tutto affrescato, e l'impatto visivo è davvero notevole. C'è da ringraziare i volontari del TCI (Touring Club Italiano) per aver resto visitabile questa perla. ",Un trionfo di colori nel centro di Milano, 26 dicembre 2018,Adp1965,5.0
15389,"Quando si hanno tante cose da vedere in una città grande come New York sembra che trascorrere un giorno all'interno del parco sia un po' tempo perso.Quindi non gli abbiamo dedicato tutto il tempo che avrebbe meritato ma è stata comunque una bella esperienza: abbiamo camminato attorno al lago, pranzato sul verde, sostato nell'angolo dedicato a John Lennon, ecc",Una tappa obbligata, 4 novembre 2018,Incantesimo2,4.0
15390,"Una delle più belle piazze d'Italia, per non parlare del Duomo, unico di rara bellezza. È sempre un piacere tornare qui a visitare questi posti. ",Sempre bella, 6 gennaio 2020,Fra F,4.0
15391,"È piuttosto una zona dall'aspetto con un sacco di graffiti ovunque ma sembra questo è il posto dove andare per aperitivo! Il canal grande è sporca, ma non c'era cattivo odore!",Ci sono un sacco di caffè/bar che serve aperitivo!, 19 gennaio 2017,SAKsps123,3.0
15392,"La Casa di decine di generazioni. Varcata la soglia entri non solo in un luogo sacro, ma nella casa dei Milanesi. Soffro a vederlo abusato con la mancanza di rispetto si alcuni. Ora, da adulta lo vedo con una dimensione diversa, da bambina credevo fosse abitato da esseri straordinari e lo vedevo gigantesco. Arrivare al tetto era la meta ambita, il panorama, allora diverso, compensava della fatica e il diatone. Se tu, caro Duomo, potessi parlare, cosa diresti, cosa mi racconteresti? Storie di cavalieri e draghi, di Santi, di gente comune xhe ha affidato a te i prori segreti?",Duomo di Milano, 16 luglio 2016,Lorena G,1.0
15393,Da visitare e vivere come lo vivono i newyorchesi! Jogging la mattina e in giro con i bimbi in bicicletta il pomeriggio. Un posto fantastico nel mezzo della metropoli più bella del mondo,Maestoso, 13 maggio 2016,Gianni,5.0
15394,"Il Duomo di Milano non si può descrivere a parole, è unico e spettacolare. L'Italia è piena di queste meraviglie!!",Non si può descrivere a parole.., 9 ottobre 2020,Sofia B,5.0
15395,Questo duomo è davvero bellissimo ne vale veramente la pena visitarlo !! Una struttura fantastica 😍😍😍,Bellissimo, 5 maggio 2016,Katerina S,5.0
15396,"Parco di NY..pieno di attività da svolgere,per adilti bambini,ecc. attenzione ai ragazzi che propongono tour in bici..trattate..vi sconyeranno qualcosa..",Viaggio di nozze, 9 agosto 2017,Hdfamily4,4.0
15397,"Polmone verdissimo di Manhattan, sembrerà di rivivere uno degli innumerevoli film visti al cinema.Ma Central Park non è solo questo.Central Park è relax, è assaporare un momento di sana solitudine tra i tanti avventori.È magia. È il significato del paradosso di New York.Il giardino dove alberga il significato della Grande Mela.Da non perdere",Film..., 26 luglio 2016,chris-cornelia,5.0
15398,"Il significato di questo monumento è molto toccante, la parte più sensibile è che questi pilastri che cambiano altezza in base al scendere e salire della terra non c'è scritto nulla, sono di un colore scuro.Quello che non mi piace è che si trova in mezzo a una piazza qualsiasi, se non lo sai non ci passi nemmeno per di là.... Un posto immenso con una sola guardia che chiunque può fare qualsiasi cosa come salire sopra a questi pilastri perché la guardia non se ne accorge. Non c'è un cartello nulla che dia un significato a tutto ",Significativo ma niente di che, 9 aprile 2019,MirianaT,3.0
15399,Inimmaginabile il clima è le opere contenute in così poco spazio. Esternamente non sembrerebbe ..... La Chiesa è da vedere .......,Bellissima, 9 marzo 2015,Gianpietroclv,5.0
15400,"E' incredibile come una volta entrati ci si dimentichi completamente di essere a New York. Tutto è fantastico, l'assenza del rumore del traffico, il verde e la diversità di piante presenti ovunque, gli scoiattoli curiosi che vi seguono se avete in mano un panino...C'è la possibilità di noleggiare bici per attraversalo tutto. A piedi occorre una mezza giornata.",...UN PARADISO NELLA METROPOLI..., 12 giugno 2016,Renzitos,5.0
15401,Siamo stati in questa parte di Berlino con una guida e quindi un tour organizzato. Comunque vale la pena venire anche da soli tutto è spiegato benissimo con pannelli illustrativi e anche video di testimonianza. Non si può venire a Berlino e non vedere il muro e sapere la sua storia.,un pezzo di storia, 19 novembre 2019,alessandra v,5.0
15402,"Ad alcuni può sembrare solo un parco come tanti altri... ma NON è così!! Questo è IL PARCO!! Il polmone verde di NY.. con laghetti, carrozze turistiche trainate da cavalli, fontane, ponti e sculture... si respira un’atmosfera magica!! Ed è proprio qui che si trova uno dei più grandi spazi X pattinare sul ghiaccio..il Wollman Rink! A mio avviso molto più suggestivo del famoso Rockefeller Ice skating Rink (più piccolo e molto più caro - 32$ di entrata nel periodo natalizio e 12$ di noleggio!!!) qua con 19$ di entrata e 9$ di noleggio pattini il divertimento è assicurato! E il mio è stato doppio visto che a nostra insaputa siamo entrati nei primi 1000 ingressi gratuiti della giornata sponsorizzata da una radio!! Fantastico! A Natale si pattina con le canzoni natalizie in sottofondo.. spettacolare! (Specie quando tutto intorno è contornato dalla neve caduta il giorno precedente!)Era la prima volta per me coi pattini sul ghiaccio e devo dire che è stata un’esperienza TOP! Consigliatissima anche solo una passeggiata comunque.. da scoprire il Bow Bridge e la scultura di Alice in Wonderland! Facili da trovare con le mappe gratuite distribuite ad ogni angolo! ",Ice Skating in Central Park! , 13 dicembre 2017,perelvjohnga,5.0
15403,"Se anche vi trovaste in città in inverno o con la pioggia, Central Park merita sempre sia per la quiete che aleggia, sia per le cose bizzarre che certamente vedrete. Consiglio un bel pranzo a sacco in una delle loro panchine e osservare i passanti, sarà tempo ben investito!",Merita!, 9 febbraio 2016,Sga_JJ,5.0
15404,Ci sta che se vai a Berlino non puoi non andare alla porta di Brandeburgo ma a parte questo un monumento come tanti,forse sopravvalutata, 25 giugno 2019,gusma,3.0
15405,"Monumento grandioso completato dalla bellezza dell’intera piazza. Bello dentro e fuori. Consigliato ai turisti, ma anche a chi abita nei dintorni e vuole spendere un pomeriggio nella nostra bella Milano.",Duomo , 23 agosto 2019,Diletta B,5.0
15406,"Amo molto camminare a pedi e ritengo che i percorsi offerti siamo molto belli e interessanti. Amo molto la bellezza è la natura e, questo posto appaga molto me stesso.",Valutazione, 26 ottobre 2017,Mario P,5.0
15407,"Io vivo a Milano, ma ho visitato questa chiesa solo di recente per la prima volta. E' meraviglioso anche se la qualità di qualche dipinto sembra piuttosto semplice. Cogliete l'occasione di visitare anche museo storico di Milano, a soli congelamento delle terre",Incredibile, 23 settembre 2018,carlo b,4.0
15408,"Appena si esce dall'uscita centrale della metro alla fermata Duomo (ce me sono tipo 4) ci si trova davanti questo colosso in stile gotico pazzesco ed imponente.Facendo il biglietto cumulativo è possibile avere accesso alla Cattedrale, area archeologica, terrazze (a piedi percorrendo 251 gradini, altrimenti con ascensore pagando 4 € in più), museo ed un'ulteriore chiesa al prezzo di 13 €: ottimo!Ad ogni ingresso ci sono poliziotti con metal detector che controllano zaini, borse e tasche, com'è giusto che sia, e tutto il personale molto simpatico tra l'altro.Mi aspettavo che dalle terrazze, oltre che vedere lateralmente si potesse vedere molto meglio anche la piazza.. Ma ci sono grate, vetri sporchi e per di più abbastanza in alto.Peccato, ma per il resto consiglio di visitare tutto.",Unico! , 24 febbraio 2019,TripAroundTheWorld98,4.0
15409,Parco incantevole. Prato curatissimo. Luogo da visitare per momenti di relax sopratutto per chi ama la natura. C'è anche un grande lago dove è possibile andare in barca a remi dove è anche pieno di tartarughe e carpe,Incanto, 22 novembre 2017,pericoloso89,5.0
15410,"I Navigli, con le case popolari, gli ambienti bohémiens e le vecchie osterie, godono da qualche anno di grandissima popolarità e sono stati aperti numerosissimi ristoranti e pub. La qualità non è però andata a pari passo, anzi è decisamente scesa, mentre ovviamente i prezzi sono saliti. I menù si sono imbastarditi e i piatti tipici della tradizione milanese si sono rarefatti o sono cucinati mediocremente. Peccato! Sono le conseguenze del turismo di massa",troppo turisticizzato, 9 luglio 2016,pictor,3.0
15411,Duomo gótico con grandi opere antiche e rinascimentali compreso il museo molto interessante e suggestivo ,Duomo, 28 agosto 2020,Antonio D,4.0
