Name,OVR,Stat1_PAC_GK-DIV,Stat2_SHO_GK-HAN,Stat3_PAS_GK-KIC,Stat4_DRI_GK-REF,Stat5_DEF_GK-SPD,Stat6_PHY_GK-POS,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Alternative positions,Age,Nation,League,Team,play style,Height_cm,Weight_kg
Felicity Gibbons,72,64,51,68,71,70,72,56,70,55,51,57,43,55,58,49,69,53,77,75,65,70,73,67,76,73,67,78,70,71,66,64,73,72,75,63,LB,3,2,Left,None,30,England,Barclays WSL,Crystal Palace,None,169.0,62.0
Sarah Griffith,72,78,70,65,72,35,62,79,78,74,73,70,65,64,62,71,58,51,70,64,57,71,82,65,71,74,64,38,68,33,29,23,76,66,63,50,LM,3,3,Right,"RM, LW",25,United States,NWSL,Chicago Red Stars,None,163.0,56.0
Noreen Günnewig,72,67,50,62,69,70,68,65,69,67,45,61,46,36,62,70,44,52,70,69,43,70,66,58,73,71,63,73,49,74,72,69,62,70,68,69,CDM,2,2,Right,None,23,Germany,GPFBL,SC Freiburg,None,166.0,56.0
Hensley Hancuff,72,71,68,69,72,41,73,42,39,8,11,52,8,7,25,35,8,9,26,29,11,8,35,56,69,12,24,13,14,9,14,12,62,20,62,14,GK,2,1,Right,None,24,United States,NWSL,NC Courage,None,191.0,68.0
Synne Skinnes Hansen,72,72,64,69,69,71,60,67,76,73,66,62,60,61,62,69,75,40,74,62,64,67,62,72,75,72,67,69,70,73,71,67,71,73,63,32,RM,3,3,Right,"RB, RW",29,Norway,GPFBL,Leverkusen,None,171.0,59.0
Emma Harries,72,75,71,57,73,37,68,73,76,79,72,74,69,72,52,57,59,46,64,45,53,75,75,73,68,70,72,32,61,38,34,26,76,65,74,57,ST,3,3,Right,RM,22,England,Barclays WSL,West Ham,None,178.0,67.0
Amanda Haught,72,72,73,74,69,36,73,36,35,8,6,56,7,7,16,31,10,12,19,34,12,7,28,47,68,12,28,9,14,9,11,11,45,22,32,14,GK,2,1,Right,None,25,United States,NWSL,Utah Royals FC,"1v1 Close Down, Long Ball Pass",175.0,61.0
Anna Heilferty,72,63,50,67,71,70,64,66,61,57,46,51,58,47,44,61,72,50,72,63,68,69,65,79,70,75,72,68,65,73,71,70,69,76,63,52,LB,3,3,Right,RB,25,United States,NWSL,Washington Spirit,None,162.0,55.0
Anita Hernández,72,73,62,67,71,69,80,72,74,75,65,60,61,52,49,72,51,51,75,70,61,70,69,61,72,74,66,68,75,65,74,60,87,75,81,81,CM,3,2,Right,None,33,Spain,Liga F,RCD Espanyol,None,166.0,57.0
Elvira Herzog,72,68,69,71,74,47,72,49,44,12,14,53,11,10,30,40,22,27,34,28,14,19,48,55,69,29,21,21,13,23,19,12,55,21,45,12,GK,3,1,Right,None,24,Switzerland,GPFBL,RB Leipzig,"1v1 Close Down, Cross Claimer, Far Throw",179.0,74.0
Taylor Hinds,72,76,61,71,73,66,64,74,77,54,67,63,56,40,52,60,72,65,79,67,66,73,77,58,73,76,56,65,58,70,66,63,67,78,56,68,LB,4,3,Left,LM,25,England,Barclays WSL,Liverpool,None,160.0,55.0
Jenny Hipp,72,64,63,69,69,59,66,68,60,73,67,57,64,46,55,74,63,52,73,69,52,69,54,63,74,73,68,73,49,45,71,50,62,70,65,63,CM,2,2,Right,"CDM, LM",26,Germany,GPFBL,RB Leipzig,None,165.0,56.0
Sara Ito,72,53,58,67,71,61,52,57,50,74,60,55,55,38,60,73,50,55,76,72,46,72,57,68,76,74,60,73,48,55,63,60,45,63,43,62,CM,3,3,Right,None,22,Japan,GPFBL,Turbine Potsdam,None,158.0,53.0
Laurel Ivory,72,68,73,70,74,41,72,41,41,8,11,53,12,8,22,36,13,10,28,24,9,10,36,54,68,13,27,9,8,10,11,8,56,32,55,11,GK,1,1,Right,None,25,United States,NWSL,Seattle Reign,1v1 Close Down,173.0,65.0
Julie Jorde,72,68,67,68,72,62,68,69,68,72,68,62,69,57,65,74,49,74,74,67,67,73,68,61,72,74,65,69,48,56,70,55,65,70,71,59,CM,3,3,Right,None,20,Norway,GPFBL,Leverkusen,None,165.0,56.0
Annie Karich,72,69,59,66,70,71,69,70,69,40,68,60,46,38,62,69,57,50,73,71,37,69,67,64,71,74,60,70,60,73,74,69,74,64,74,60,CDM,3,3,Right,CB,20,United States,GPFBL,SC Freiburg,None,175.0,60.0
Julia Kassen,72,71,70,72,72,40,73,32,51,6,6,54,12,6,30,33,9,16,34,30,9,9,53,45,70,18,29,8,6,10,12,10,58,19,66,18,GK,3,1,Right,None,22,Germany,GPFBL,SC Freiburg,None,179.0,64.0
Sari Kees,72,68,32,46,59,75,66,63,72,26,24,57,26,25,36,27,27,26,69,52,42,55,55,77,70,64,52,72,74,76,77,69,75,61,66,69,CB,2,2,Right,None,23,Belgium,Barclays WSL,Leicester City,None,174.0,65.0
Rebecca Knaak,72,65,65,74,71,67,63,64,65,76,69,54,63,60,70,70,75,65,78,72,68,70,65,78,71,73,73,69,72,63,73,50,73,65,62,59,CM,3,2,Right,CB,28,Germany,Sverige Liga,FC Rosengård,None,175.0,56.0
Dominika Kopińska,72,70,72,59,70,31,69,68,72,72,71,78,70,68,71,58,48,59,69,53,58,74,53,51,69,72,68,26,74,22,30,23,78,67,70,68,ST,3,3,Right,CAM,24,Poland,Arkema PL,FC Fleury 91,None,174.0,63.0
Cornelia Kramer,72,73,72,53,70,47,67,70,75,76,74,72,68,65,66,40,49,58,69,44,38,69,68,60,73,73,68,37,66,34,64,39,73,69,70,55,ST,2,2,Right,None,21,Denmark,GPFBL,Leverkusen,None,172.0,60.0
Kathrine Kühl,72,66,55,66,73,63,66,69,63,71,48,59,60,68,61,71,40,56,80,73,41,77,62,53,63,77,66,63,43,63,71,60,59,64,67,67,CM,3,3,Right,ST,21,Denmark,Barclays WSL,Arsenal,Press Proven,172.0,60.0
Camilla Küver,72,68,52,66,61,72,67,72,64,54,48,62,50,53,62,58,67,62,71,68,66,55,62,60,76,66,67,74,66,77,69,67,66,65,66,71,RB,4,3,Right,"LB, CB",21,Germany,GPFBL,VfL Wolfsburg,Long Throw,184.0,65.0
Bárbara Latorre,72,75,69,68,73,51,64,79,72,75,70,66,69,64,75,69,68,71,67,64,70,71,72,82,77,73,78,25,65,66,50,46,76,59,65,66,LW,2,3,Right,"LM, RW",31,Spain,Liga F,RC Deportivo,Technical,164.0,54.0
Anaële Le Moguédec,72,66,62,67,71,62,67,65,66,67,64,58,67,48,52,69,54,47,75,75,57,72,67,72,68,72,58,67,48,55,71,58,60,78,61,70,CM,3,3,Right,None,22,France,Arkema PL,Stade de Reims,None,164.0,54.0
Anna Leat,72,74,74,66,70,43,69,46,39,9,13,50,11,9,21,32,16,16,37,32,25,12,46,54,72,11,34,9,7,13,14,13,59,28,58,21,GK,2,1,Right,None,23,New Zealand,Barclays WSL,Aston Villa,None,175.0,66.0
Julia Lester,72,61,39,63,67,76,65,62,61,48,42,37,31,35,42,42,68,38,74,67,68,66,39,75,72,75,69,72,65,79,78,79,67,71,61,68,CB,3,2,Right,RB,26,United States,NWSL,Seattle Reign,None,162.0,57.0
Cristina Librán,72,72,68,70,73,58,57,71,73,68,74,62,68,54,56,70,51,68,79,77,61,75,73,73,61,75,62,59,46,51,66,60,53,73,45,66,CM,3,3,Right,CAM,18,Spain,Liga F,Madrid CFF,None,165.0,54.0
Sandy MacIver,72,70,72,73,72,35,75,34,37,9,11,55,13,9,21,35,18,17,33,35,25,19,32,40,63,20,39,12,15,15,17,15,56,25,55,23,GK,3,1,Right,None,26,England,Barclays WSL,Manchester City,None,175.0,65.0
Rikke Madsen,72,76,72,56,68,40,60,78,74,75,73,72,71,70,68,49,30,65,72,63,39,66,62,61,70,74,66,36,67,37,37,36,78,54,69,42,ST,3,3,Right,LW,27,Denmark,Barclays WSL,Everton,None,172.0,59.0
Tuana Mahmoud,72,72,60,69,72,62,63,74,71,75,61,67,49,63,50,62,72,64,74,69,58,75,70,48,67,72,69,64,53,63,62,63,68,66,66,50,LM,2,3,Right,"ST, LW",21,Germany,GPFBL,SV Werder Bremen,Technical,167.0,55.0
Carol Marín,72,79,69,67,78,58,67,77,81,72,70,71,72,51,51,69,45,70,75,70,70,80,82,75,61,80,61,52,51,50,71,59,68,81,62,61,CM,3,4,Right,None,27,Spain,Liga F,RCD Espanyol,Technical,170.0,60.0
Esther Mbakem-Niaro,72,87,68,62,69,35,73,86,88,72,68,71,67,62,61,61,58,58,69,55,66,70,72,40,69,72,68,32,68,35,29,26,90,60,87,51,ST,3,3,Right,None,22,France,Arkema PL,Montpellier,None,180.0,71.0
Shen Menglu,72,71,64,69,72,52,64,70,72,74,69,58,59,45,65,75,70,62,70,63,49,74,71,61,70,72,60,53,40,57,55,39,59,72,67,50,LM,2,3,Right,LW,22,China PR,GPFBL,Leverkusen,None,162.0,56.0
Paige Metayer,72,66,60,65,71,71,73,63,69,68,66,48,66,42,48,68,45,41,77,71,45,73,59,49,69,76,65,74,66,67,75,70,74,76,74,67,CM,3,3,Right,None,23,United States,NWSL,Washington Spirit,Aerial,178.0,64.0
Yerliane Moreno,72,44,47,64,65,68,70,40,48,61,40,61,51,31,40,60,40,35,81,70,63,66,55,34,67,70,66,70,59,62,75,70,60,66,70,75,CDM,2,2,Right,CM,23,Venezuela,Liga F,UD Tenerife,None,161.0,52.0
Angel Mukasa,72,70,71,74,71,29,72,28,30,5,7,56,6,6,14,29,11,9,18,27,9,9,26,48,70,16,24,8,8,7,11,12,42,35,38,27,GK,3,1,Right,None,22,Sweden,Sverige Liga,FC Rosengård,None,177.0,65.0
Marlene Müller,72,68,66,66,71,59,71,71,66,79,69,62,63,61,60,65,66,45,74,55,60,71,67,67,75,72,63,60,62,47,69,61,73,78,68,68,RM,2,3,Right,"ST, RW",23,Germany,GPFBL,RB Leipzig,None,167.0,58.0
Diána Németh,72,72,49,57,68,71,67,70,73,49,50,55,45,30,60,40,68,30,70,50,43,67,71,57,72,70,66,70,72,72,70,69,77,68,68,63,LB,2,2,Right,LW,20,Hungary,GPFBL,VfL Wolfsburg,None,173.0,60.0
Hanna Németh,72,58,55,68,67,74,72,45,69,58,51,58,59,43,63,65,55,55,77,75,54,66,69,70,69,66,64,72,73,73,77,68,71,76,72,68,CB,2,2,Right,None,25,Hungary,GPFBL,SV Werder Bremen,Block,180.0,70.0
Hayley Nolan,72,61,60,65,68,70,71,64,58,61,60,60,62,48,60,73,49,54,72,69,47,68,61,64,70,69,69,71,58,76,69,68,70,70,72,69,CDM,3,2,Right,None,27,Republic of Ireland,Barclays WSL,Crystal Palace,None,173.0,60.0
Lena Nuding,72,71,74,75,69,45,70,48,40,11,13,56,9,5,50,21,13,21,59,34,16,15,48,59,70,12,55,20,19,10,14,12,67,33,67,11,GK,2,1,Right,None,31,Germany,GPFBL,SC Freiburg,None,184.0,70.0
Amira Ould Braham,72,64,57,69,70,39,54,67,61,72,69,54,37,34,44,74,70,38,72,69,45,73,47,59,70,75,60,32,51,38,37,47,54,68,47,53,LM,3,3,Right,"CM, LW",26,Algeria,Arkema PL,FC Nantes,None,164.0,61.0
Poppy Pattinson,72,69,49,66,62,71,63,68,69,45,43,57,55,41,50,49,76,65,72,60,77,54,67,52,70,72,63,69,78,74,68,65,78,69,62,53,LB,3,2,Left,LM,24,England,Barclays WSL,Brighton,"Aerial, Jockey",166.0,60.0
Lea Paulick,72,72,69,68,73,47,75,48,45,15,22,51,21,16,16,35,25,13,28,18,12,21,45,27,63,18,33,13,12,13,12,15,47,25,30,22,GK,2,1,Right,None,25,Germany,GPFBL,Frankfurt,None,175.0,63.0
Alison Peniguel,72,76,71,55,73,34,57,78,75,73,74,69,70,69,64,58,31,53,70,53,48,75,67,72,73,73,65,18,69,37,32,28,77,59,66,28,ST,3,3,Right,None,26,France,Arkema PL,En Avant Guingamp,None,170.0,60.0
Laura Pérez,72,74,66,70,71,54,65,75,74,71,65,68,69,72,51,71,70,62,70,71,72,71,72,69,72,70,69,65,42,61,48,41,62,75,67,49,RM,3,3,Right,RW,26,Spain,Liga F,Granada CF,None,166.0,59.0
Victoria Pickett,72,54,67,72,74,59,50,51,57,69,69,67,71,45,61,74,65,64,78,71,59,76,70,77,70,75,58,69,44,51,67,58,46,51,50,48,CM,3,3,Right,CDM,28,Canada,NWSL,NC Courage,Jockey,168.0,59.0
Annalena Rieke,72,57,69,73,71,66,64,56,57,77,74,67,67,44,55,74,77,59,75,70,62,74,53,51,74,75,73,65,64,64,72,58,67,57,67,65,CM,2,3,Right,CDM,25,Germany,GPFBL,SGS Essen,None,172.0,63.0
Jayde Riviere,72,68,51,66,68,72,66,65,70,59,48,58,50,41,48,54,71,57,73,62,69,68,67,66,65,70,54,66,71,72,77,72,73,64,63,76,RB,4,2,Right,None,23,Canada,Barclays WSL,Manchester Utd,Long Throw,163.0,55.0
Clau Blanco,72,78,64,71,77,64,51,80,77,60,60,77,66,61,53,65,75,63,76,70,62,80,78,80,71,75,71,70,45,60,70,66,52,65,36,71,RB,4,4,Right,RW,27,Spain,Liga F,UD Tenerife,"Flair, Long Throw, Rapid, Trickster",152.0,45.0
Sydney Schneider,72,71,69,72,75,24,73,28,17,15,9,54,8,6,15,63,16,14,24,21,12,11,57,58,60,14,32,12,12,23,13,11,43,38,35,35,GK,3,1,Right,None,25,Jamaica,NWSL,Chicago Red Stars,None,178.0,64.0
Kiko Seike,72,77,71,69,72,58,65,76,77,69,79,62,61,77,70,58,72,60,76,69,69,71,79,79,65,74,62,52,77,58,58,50,84,67,65,56,RW,3,3,Right,"RB, LM, RM",28,Japan,Barclays WSL,Brighton,"Finesse Shot, Rapid",166.0,62.0
Allyson Sentnor,72,67,66,68,74,64,61,66,68,68,64,70,73,56,56,73,60,61,73,68,56,75,69,69,72,77,60,70,54,65,66,54,61,67,58,60,CM,4,3,Right,LW,20,United States,NWSL,Utah Royals FC,None,162.0,57.0
Delanie Sheehan,72,56,71,70,72,52,71,61,52,76,72,69,71,66,64,72,62,68,76,71,58,72,72,58,75,76,65,50,67,42,58,57,75,68,78,57,CM,3,3,Right,ST,25,United States,NWSL,NJ/NY Gotham,None,168.0,64.0
Havana Solaun,72,78,71,71,73,66,68,77,78,74,73,69,72,56,74,73,63,67,75,72,60,73,70,66,68,75,75,71,59,68,64,59,77,71,73,49,CM,3,3,Right,CDM,31,Jamaica,NWSL,Houston Dash,None,175.0,69.0
Maja Sternad,72,76,71,69,72,43,68,75,76,73,73,71,70,66,58,70,72,62,75,51,66,73,67,65,73,74,71,43,66,30,54,29,78,66,72,59,ST,3,3,Right,LM,20,Germany,GPFBL,SV Werder Bremen,None,170.0,60.0
Momoko Tanikawa,72,70,64,68,71,52,66,69,71,75,67,63,60,46,69,74,59,60,73,70,50,72,68,61,70,75,60,63,45,48,55,39,62,71,68,54,CAM,3,3,Right,CM,19,Japan,Sverige Liga,FC Rosengård,None,169.0,57.0
Anna Torrodà,72,68,65,70,70,67,69,67,68,63,65,66,67,44,75,72,57,50,78,76,63,69,58,53,72,78,73,70,60,75,61,57,73,55,74,73,CDM,3,3,Right,CM,24,Spain,Liga F,Levante UD,None,163.0,56.0
Christy Ucheibe,72,71,48,61,65,75,69,72,71,61,48,49,50,34,43,64,43,37,72,61,60,62,61,61,68,72,65,74,73,72,80,75,79,78,68,60,CDM,2,2,Right,CB,23,Nigeria,Liga Portugal Feminino,SL Benfica,"Block, Relentless",173.0,64.0
Elba Vergés,72,57,52,62,64,73,67,57,57,50,49,59,55,40,60,50,55,55,75,60,59,60,67,60,69,70,60,75,80,71,75,65,76,64,65,72,CB,1,2,Right,None,28,Spain,Liga F,SD Eibar,Power Header,170.0,58.0
Selina Vobian,72,74,65,65,74,42,56,72,75,71,70,55,69,35,68,62,48,45,78,72,55,74,61,90,70,79,61,42,32,27,56,59,52,62,54,53,CAM,2,3,Right,CM,21,Germany,GPFBL,SC Freiburg,Technical,167.0,59.0
Ricarda Walkling,72,67,63,69,70,67,68,65,68,74,59,66,69,59,63,70,60,55,74,72,71,70,65,68,74,71,67,71,54,65,72,63,65,70,68,68,CM,3,3,Right,None,27,Germany,GPFBL,SV Werder Bremen,Rapid,160.0,55.0
Mallory Weber,72,76,49,61,58,74,63,75,77,52,48,52,48,53,46,58,59,54,66,64,52,54,68,58,66,58,68,70,67,75,78,75,69,70,54,76,LB,3,2,Right,None,30,United States,NWSL,KC Current,None,168.0,60.0
Laura Wienroither,72,71,52,65,69,71,53,72,71,65,52,57,45,45,53,48,71,34,75,65,60,70,60,77,68,70,70,76,50,75,72,68,54,67,44,60,RB,3,2,Right,None,25,Austria,Barclays WSL,Arsenal,Jockey,165.0,58.0
Kirsten Wright,72,75,72,67,69,42,57,74,75,77,72,73,71,67,69,64,65,67,72,63,63,66,73,59,73,74,67,43,71,38,38,36,77,44,62,57,ST,3,3,Right,CAM,26,United States,NWSL,Rac. Louisville,None,175.0,64.0
Dóra Zeller,72,74,69,67,72,47,68,77,72,74,73,66,67,60,58,68,70,50,72,58,60,72,77,67,69,74,65,35,62,42,57,40,76,68,69,61,LM,3,3,Right,LW,29,Hungary,GPFBL,1. FC Köln,"Incisive Pass, Technical",166.0,57.0
Cora Zicai,72,75,71,69,70,51,63,78,72,76,73,70,70,63,54,72,71,55,72,60,60,70,59,56,73,75,67,43,74,44,50,63,82,65,69,43,LW,2,3,Right,LM,19,Germany,GPFBL,SC Freiburg,None,175.0,64.0
Latifah Abdu,71,76,71,57,70,30,66,72,80,69,73,72,68,66,66,62,44,57,66,48,61,70,67,62,64,73,66,28,68,22,30,22,80,65,77,37,ST,2,2,Right,None,22,Canada,Arkema PL,En Avant Guingamp,None,170.0,63.0
Michelle Alozie,71,75,68,70,73,58,64,74,76,73,69,68,67,66,52,70,70,48,76,63,70,73,73,67,71,77,64,62,68,45,63,61,70,77,55,68,ST,3,3,Left,None,27,Nigeria,NWSL,Houston Dash,Long Throw,170.0,60.0
Joelle Anderson,71,61,73,73,72,58,60,53,68,70,74,71,74,66,68,67,77,69,76,70,68,73,74,51,73,74,66,68,73,38,70,49,70,49,64,62,CM,3,3,Left,CDM,25,United States,NWSL,Bay FC,None,175.0,61.0
Chloë Arthur,71,64,65,64,70,67,60,59,68,68,65,73,62,48,52,73,47,40,75,68,33,69,55,80,76,75,55,54,64,69,73,71,63,66,55,62,CM,3,3,Right,CDM,29,Scotland,Barclays WSL,Crystal Palace,None,169.0,58.0
Halimatu Ayinde,71,69,61,59,60,72,69,68,69,45,71,68,50,22,50,63,39,52,68,65,45,50,74,76,69,66,69,73,55,72,77,70,67,75,67,69,CDM,3,3,Right,CM,29,Nigeria,Sverige Liga,FC Rosengård,None,165.0,59.0
Stine Ballisager,71,52,47,63,60,73,64,55,49,36,41,63,45,47,51,55,57,43,75,67,48,51,57,60,71,70,70,76,77,71,73,71,75,69,66,51,CB,2,2,Right,None,30,Denmark,NWSL,KC Current,Long Ball Pass,175.0,64.0
Peke,71,58,76,63,71,29,61,60,56,72,78,75,77,68,72,62,49,68,70,65,67,72,70,75,70,70,68,18,64,31,22,34,69,71,70,24,ST,4,4,Right,LM,32,Spain,Liga F,Athletic Club,None,155.0,53.0
Faustine Bataillard,71,69,55,64,69,73,67,70,69,64,59,48,56,39,53,59,52,45,77,69,45,68,66,71,63,72,63,67,72,71,78,73,75,72,63,68,CB,3,2,Right,CDM,20,France,Arkema PL,AS Saint Étienne,None,170.0,63.0
Cristina Baudet,71,67,72,68,72,46,57,67,67,72,72,72,71,71,71,61,66,61,75,72,59,69,71,62,72,77,74,46,61,45,45,41,62,54,51,75,CAM,3,3,Right,CM,33,Spain,Liga F,Levante Badalona,None,165.0,61.0
Morgane Belkhiter,71,65,57,59,62,69,63,62,67,67,63,47,61,39,42,52,64,40,67,55,51,59,61,60,67,68,52,73,66,66,71,70,65,75,56,65,RB,3,3,Right,None,28,Algeria,Arkema PL,AS Saint Étienne,"Intercept, Relentless",170.0,55.0
Elyse Bennett,71,67,70,59,70,42,73,68,67,73,70,71,67,67,68,51,48,67,69,58,51,69,76,45,69,74,65,42,70,38,38,37,79,69,80,58,ST,3,3,Right,RM,24,United States,NWSL,San Diego Wave,None,178.0,66.0
Noemi Benz,71,71,70,69,68,26,70,23,30,5,7,52,6,6,10,39,10,10,22,26,9,9,35,47,73,10,23,9,8,8,11,10,39,22,35,23,GK,3,1,Left,None,20,Switzerland,Schweizer Damen Liga,FC Zürich,None,171.0,64.0
Guro Bergsvand,71,65,28,47,54,73,69,66,64,25,25,39,26,21,34,29,28,25,71,52,32,42,58,63,69,65,55,76,74,75,70,66,76,67,68,70,CB,3,2,Right,"RB, LB",30,Norway,Barclays WSL,Brighton,None,175.0,65.0
Hannah Betfort,71,59,71,62,65,42,66,53,63,75,73,72,66,70,68,53,56,59,73,64,51,64,50,53,73,72,64,42,71,38,38,37,76,43,77,64,ST,2,2,Right,None,25,United States,NWSL,Utah Royals FC,None,180.0,67.0
Maureen Bigot,71,71,65,70,73,39,48,68,73,73,68,59,63,63,61,68,71,57,75,65,64,73,70,76,65,77,60,33,53,41,39,35,61,33,58,40,RM,3,3,Right,"LM, RW",28,France,Arkema PL,En Avant Guingamp,Long Ball Pass,166.0,55.0
Jenna Bike,71,76,60,67,71,65,60,73,78,69,64,62,55,47,43,67,67,57,72,63,58,71,71,57,68,74,60,63,65,66,69,58,71,68,59,50,RM,3,3,Right,RW,26,United States,NWSL,Chicago Red Stars,None,168.0,59.0
Jorelyn Carabalí,71,63,36,52,53,72,70,64,63,29,29,50,35,28,53,38,31,39,74,57,27,32,63,63,71,76,55,68,68,78,71,70,72,68,70,73,CB,3,2,Right,None,27,Colombia,Barclays WSL,Brighton,None,170.0,63.0
Estela Carbonell,71,69,47,69,61,73,61,71,68,57,37,60,46,67,49,72,66,42,76,70,51,55,70,57,66,68,55,75,75,77,72,60,78,64,62,51,LB,3,3,Right,LM,19,Spain,Liga F,Levante UD,Whipped Pass,169.0,57.0
Kyra Carusa,71,64,69,56,67,47,62,66,62,77,73,69,64,63,58,52,53,43,69,48,39,67,55,54,74,73,61,48,68,27,59,52,72,55,68,51,ST,3,2,Right,"RM, LM",28,Republic of Ireland,NWSL,San Diego Wave,None,175.0,61.0
Marta Cazalla,71,63,41,48,51,71,70,61,64,28,46,45,30,21,60,26,29,40,72,50,49,29,65,61,69,74,62,68,74,70,73,70,79,63,75,64,CB,2,2,Right,None,27,Spain,GPFBL,TSG Hoffenheim,None,177.0,67.0
Solène Champagnac,71,45,58,64,66,69,66,55,36,59,52,66,61,50,67,62,48,65,73,68,58,63,64,70,70,68,68,73,53,68,73,70,59,71,61,72,CDM,3,3,Right,CM,25,France,Arkema PL,AS Saint Étienne,None,166.0,59.0
Grace Clinton,71,75,65,67,72,62,74,75,75,67,68,65,65,56,43,71,57,49,73,70,49,73,71,61,68,75,64,51,45,65,72,66,71,67,78,72,LM,3,3,Right,"CM, ST, LW",21,England,Barclays WSL,Manchester Utd,None,172.0,64.0
Mikayla Cluff,71,52,58,63,67,71,61,43,59,56,53,65,61,58,58,67,40,55,74,68,48,65,63,49,70,73,65,71,58,73,75,68,58,58,64,58,CDM,3,3,Right,CAM,25,United States,NWSL,Utah Royals FC,Anticipate,173.0,63.0
Lotta Cordes,71,55,61,67,66,69,66,54,55,72,60,62,63,42,58,71,52,47,74,72,57,65,56,51,75,71,67,74,64,65,72,68,67,73,70,47,CM,3,3,Right,None,23,Germany,GPFBL,1. FC Köln,"Intercept, Long Ball Pass, Press Proven",172.0,62.0
Chardonnay Curran,71,57,61,70,70,70,60,54,59,68,58,62,67,57,50,71,68,59,74,72,55,68,62,76,72,76,58,70,60,72,72,69,57,70,51,69,RB,3,3,Left,"CM, CAM",25,United States,NWSL,Chicago Red Stars,None,164.0,58.0
Yana Daniëls,71,71,70,58,74,34,53,75,68,78,69,75,70,69,55,49,59,45,69,45,61,76,68,75,70,75,64,28,65,30,32,29,70,39,57,58,ST,3,3,Right,RM,32,Belgium,Barclays WSL,Liverpool,Finesse Shot,170.0,53.0
Julia Debitzki,71,58,54,65,66,69,71,52,63,63,52,62,49,55,55,70,52,52,70,69,62,66,57,60,66,69,62,71,52,73,70,71,60,77,69,70,CDM,2,2,Right,CB,33,Germany,GPFBL,SGS Essen,None,171.0,60.0
Vanessa Diehm,71,68,62,61,72,56,63,65,70,77,66,59,61,32,60,67,32,56,74,68,50,72,74,66,72,74,64,69,58,36,69,49,66,67,64,57,CM,2,2,Right,None,20,Germany,GPFBL,TSG Hoffenheim,None,168.0,58.0
Laís Araújo,71,64,38,63,66,71,69,58,68,48,38,41,33,26,42,53,53,38,75,71,52,66,43,48,69,76,67,67,71,72,72,68,75,62,71,69,CB,3,2,Right,"CDM, LB",28,Brazil,Liga Portugal Feminino,SL Benfica,"Jockey, Long Ball Pass",173.0,56.0
Kim Dubs,71,66,64,68,68,43,61,66,66,70,70,62,56,49,56,73,69,37,71,71,44,69,63,71,73,70,53,31,39,48,47,40,56,66,63,49,RM,3,3,Right,"LM, RW",25,Switzerland,Schweizer Damen Liga,FC Zürich,None,160.0,52.0
Gemma Font,71,72,69,68,70,41,70,40,42,8,7,51,18,8,21,58,9,21,48,35,13,8,55,50,68,34,49,9,7,13,11,12,56,20,55,19,GK,3,1,Right,None,24,Spain,Liga F,FC Barcelona,None,165.0,61.0
Maryne Gignoux,71,70,66,68,75,43,72,42,45,11,10,51,8,7,11,37,14,10,28,17,15,13,40,52,68,17,42,17,9,15,15,10,63,34,70,34,GK,2,1,Right,None,28,France,Arkema PL,AS Saint Étienne,1v1 Close Down,170.0,62.0
Pamela González,71,53,55,63,57,69,64,52,53,69,50,66,55,52,51,66,34,37,80,75,42,40,62,63,70,74,70,66,80,61,77,61,75,55,66,66,CDM,2,3,Right,None,28,Uruguay,Liga F,Sevilla FC,None,167.0,56.0
Charlotte Grant,71,69,46,64,63,69,65,70,69,57,41,50,54,30,55,52,70,48,73,60,55,56,67,75,74,70,52,69,70,69,70,60,72,75,62,58,RB,3,2,Right,LB,22,Australia,Barclays WSL,Spurs,None,165.0,59.0
Hal Hershfelt,71,70,58,63,71,68,70,69,71,57,56,66,60,48,45,61,50,60,72,68,53,73,69,66,71,73,59,72,56,70,70,64,69,69,70,70,CDM,3,2,Right,None,22,United States,NWSL,Washington Spirit,None,173.0,65.0
Marie Höbinger,71,65,59,68,69,66,62,66,65,73,61,58,66,21,41,74,64,47,72,71,46,70,60,64,68,74,63,66,64,66,69,60,68,65,61,57,CM,4,3,Left,None,23,Austria,Barclays WSL,Liverpool,None,162.0,57.0
Lucy Hope,71,62,62,69,71,71,72,56,66,67,59,75,60,59,50,69,60,60,76,68,64,70,71,78,75,72,70,75,55,70,75,69,66,69,72,75,RB,3,3,Right,CM,27,Scotland,Barclays WSL,Everton,"Bruiser, Rapid",165.0,60.0
Bicho,71,64,68,68,74,62,64,71,59,75,75,66,60,55,59,70,60,60,78,59,59,75,64,60,65,80,71,75,61,65,55,51,68,67,57,75,CM,4,4,Left,RM,21,Spain,Liga F,UD Tenerife,Press Proven,164.0,59.0
Angharad James-Turner,71,56,64,76,69,70,65,46,64,71,59,71,71,57,50,74,73,68,80,76,70,67,66,70,72,73,63,71,55,73,73,69,59,65,64,70,RB,3,2,Right,"CM, CDM",30,Wales,NWSL,Seattle Reign,"Anticipate, Block",162.0,57.0
